id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;Gaia DR2_proper_motion_ra;Gaia DR2_proper_motion_ra_error;Gaia DR2_proper_motion_dec;Gaia DR2_proper_motion_dec_error;Gaia DR2_parallax;Gaia DR2_parallax_error;Hipparcos_proper_motion_ra;Hipparcos_proper_motion_ra_error;Hipparcos_proper_motion_dec;Hipparcos_proper_motion_dec_error;Hipparcos_parallax;Hipparcos_parallax_error;Gaia DR3_proper_motion_ra;Gaia DR3_proper_motion_ra_error;Gaia DR3_proper_motion_dec;Gaia DR3_proper_motion_dec_error;Gaia DR3_parallax;Gaia DR3_parallax_error
6088;?;45410;A;266.6702088;0.08;-48.0137848;0.067;343.6436294;-9.9589488;17 46 40.868;-48 00 49.56;-0.585;1.353;-10.584;1.139;2.4762;0.5311;0.779;0.092;-3.891;0.068;0.968;0.111;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6089;;45690;A;266.67623;0.009;27.9830793;0.011;52.7337274;25.6581667;17 46 42.300;+27 58 59.07;-2.498;0.031;-0.789;0.036;2.263;0.0226;-2.398;0.011;-0.911;0.014;2.258;0.013;-2.98;0.95;-0.33;0.97;2.72;1.04
6090;;45610;A;266.6945976;0.054;5.5648849;0.047;30.5332189;16.9073666;17 46 46.679;+05 33 53.67;-1.555;0.265;-8.36;0.305;3.2337;0.1102;-1.143;0.061;-8.254;0.051;2.808;0.053;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6091;?;45450;;266.7173305;0.026;-46.1124033;0.024;345.330706;-9.038278;17 46 52.153;-46 06 44.61;2.755;0.095;2.631;0.076;2.0172;0.0516;2.753;0.032;2.975;0.022;1.864;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6092;;45710;;266.7232733;0.082;28.0948183;0.095;52.8658981;25.6542471;17 46 53.569;+28 05 41.08;2.286;0.089;11.874;0.099;5.4953;0.063;4.727;0.104;14.674;0.113;5.51;0.115;10.08;0.58;14.12;0.63;6.17;0.62
6093;;45650;A;266.7590458;0.03;5.6917964;0.028;30.6818399;16.9070309;17 47 02.168;+05 41 30.58;-0.897;0.103;-8.292;0.095;3.0753;0.0621;-0.789;0.034;-8.243;0.029;2.944;0.036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6094;;45370;;266.7731892;0.016;-59.1611919;0.017;333.6510443;-15.3728495;17 47 05.546;-59 09 40.22;5.919;0.066;-5.5;0.073;2.9947;0.0446;5.668;0.018;-5.683;0.019;3.061;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6095;?;45760;A;266.78339;0.112;47.6122743;0.158;74.3878968;30.1941877;17 47 08.028;+47 36 44.12;-11.633;0.238;5.768;0.265;8.1732;0.1384;-12.783;0.144;5.882;0.195;7.534;0.142;-14.16;0.39;7.88;0.41;8.56;0.4
6096;?;45510;;266.8067942;0.04;-35.3096001;0.029;354.7237775;-3.5964099;17 47 13.630;-35 18 34.48;1.593;0.161;-1.647;0.131;1.5065;0.0883;2.024;0.044;-1.831;0.027;1.457;0.043;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6097;?;45536;;266.8652597;0.015;-30.118606;0.012;359.1974538;-0.9562962;17 47 27.661;-30 07 06.65;2.518;0.093;-11.718;0.075;1.4697;0.0647;2.413;0.019;-11.772;0.012;1.467;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6098;?;45538;;266.8763521;0.063;-30.0612828;0.053;359.2514781;-0.9348432;17 47 30.327;-30 03 40.36;-0.498;0.177;-2.945;0.141;0.5136;0.1264;-0.357;0.079;-3.351;0.052;0.428;0.073;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6099;;45620;;266.9031522;0.043;-14.7259089;0.034;12.4430696;6.9334517;17 47 36.780;-14 43 32.90;-20.738;0.144;-18.857;0.114;5.7766;0.0927;-20.941;0.057;-18.582;0.036;5.952;0.052;-21.65;0.37;-18.65;0.21;5.44;0.32
6100;;45470;;266.9175184;0.027;-49.4090229;0.021;342.4923121;-10.7900889;17 47 40.211;-49 24 32.36;-0.024;0.105;-4.822;0.085;1.5669;0.0597;-0.07;0.037;-5.123;0.026;1.414;0.035;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6101;?;45551;;266.9203242;0.051;-30.0909941;0.045;359.245735;-0.9827777;17 47 40.866;-30 05 27.06;6.753;0.13;-19.667;0.101;1.5602;0.0858;6.762;0.067;-19.556;0.045;1.539;0.063;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6102;?;45552;;266.9236659;0.034;-30.0866257;0.029;359.25097;-0.9829935;17 47 41.682;-30 05 11.61;0.403;0.1;-1.396;0.076;0.5733;0.0643;0.556;0.044;-1.541;0.028;0.501;0.04;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6103;?;45553;;266.9297258;10.932;-30.0863653;8.761;359.2539047;-0.9873468;17 47 43.126;-30 05 10.76;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6104;?;45540;;266.9481462;0.035;-34.3107035;0.027;355.6413149;-3.1812792;17 47 47.549;-34 18 38.29;3.126;0.094;-5.041;0.074;3.5265;0.0607;3.014;0.042;-5.041;0.025;3.639;0.042;2.15;0.63;-4.81;0.37;3.33;0.72
6105;;45660;;267.0275602;0.042;-18.2912609;0.032;9.4185809;5.0155301;17 48 06.622;-18 17 28.52;1.005;0.097;-6.265;0.078;3.5518;0.0646;0.887;0.049;-5.384;0.033;3.664;0.052;-1.91;1.29;-9.51;0.78;5.32;1.09
6106;?;45520;;267.074857;0.017;-48.7757829;0.013;343.10518;-10.5689547;17 48 17.961;-48 46 32.67;1.905;0.086;-7.753;0.071;0.4399;0.0537;1.708;0.019;-7.857;0.014;0.507;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6107;?;45550;;267.0769475;0.019;-40.9470347;0.017;349.9678314;-6.6612175;17 48 18.466;-40 56 49.30;-1.485;0.104;-4.608;0.081;1.0835;0.0706;-1.732;0.024;-4.394;0.017;1.112;0.027;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6108;;45500;;267.1231015;0.014;-51.917373;0.013;340.3209981;-12.1244264;17 48 29.557;-51 55 02.43;-4.925;0.075;-0.155;0.065;2.2953;0.0564;-5.111;0.017;-0.247;0.014;2.478;0.018;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6109;?;45630;;267.2149534;0.02;-39.4305536;0.018;351.3367773;-5.9833063;17 48 51.620;-39 25 49.32;-16.021;0.101;-46.546;0.088;11.1907;0.0747;-16.303;0.024;-46.53;0.018;11.274;0.025;-12.64;1.08;-45.81;0.68;13.8;0.98
6110;;45560;;267.225533;0.03;-44.1381592;0.029;347.241617;-8.3613926;17 48 54.134;-44 08 16.99;-5.238;0.136;-23.057;0.134;4.2027;0.0941;-5.295;0.036;-23.011;0.027;4.352;0.034;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6111;;45695;;267.2517506;0.023;-25.7495538;0.018;3.1155518;1.0071502;17 49 00.421;-25 44 58.29;3.011;0.137;-2.663;0.101;3.3317;0.0915;3.314;0.029;-2.565;0.018;3.127;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6112;?;45880;;267.267501;0.232;50.781975;0.25;78.0734634;30.2995542;17 49 04.300;+50 46 51.52;-45.961;0.334;198.14;0.333;15.4156;0.1774;-42.37;0.295;203.597;0.281;15.386;0.266;-54.05;0.44;217.38;0.51;15.03;0.43
6113;;45870;;267.3319233;0.012;46.6833312;0.012;73.3942869;29.6835469;17 49 19.668;+46 41 00.07;-1.915;0.051;-1.874;0.054;3.9711;0.0263;-1.806;0.014;-1.966;0.018;4.004;0.013;-2.33;0.86;-0.19;0.85;3.26;0.82
6114;;45762;A;267.3422465;0.043;5.5670432;0.043;30.837296;16.3323796;17 49 22.095;+05 34 01.73;21.629;0.111;-2.572;0.107;4.0897;0.0695;20.753;0.052;-2.418;0.048;4.487;0.05;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6115;;46150;;267.3669267;0.016;68.6893492;0.019;98.8848316;30.7438787;17 49 28.069;+68 41 20.52;-7.372;0.053;72.262;0.055;10.1916;0.0246;-7.149;0.021;72.152;0.024;10.305;0.017;-6.89;0.36;72.61;0.3;9.82;0.3
6116;;45763;;267.3870977;0.018;5.389875;0.018;30.6932942;16.2129078;17 49 32.898;+05 23 23.40;1.082;0.097;6.038;0.088;2.0538;0.0843;1.271;0.02;6.086;0.019;1.948;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6117;?;45580;;267.4413384;0.013;-52.8145623;0.012;339.6097881;-12.7246805;17 49 45.930;-52 48 51.89;-9.099;0.066;-28.601;0.061;3.3019;0.048;-9.17;0.015;-28.726;0.013;3.218;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6118;;45680;;267.4453595;0.053;-41.4423987;0.046;349.677818;-7.1504454;17 49 46.896;-41 26 32.41;-6.41;0.113;-10.142;0.09;2.6741;0.0729;-7.079;0.063;-11.157;0.044;2.552;0.066;-4.25;1.03;-11.37;0.6;2.79;0.79
6119;?;45670;A;267.4960101;0.015;-50.7723192;0.012;341.4614175;-11.7771369;17 49 59.038;-50 46 20.22;3.962;0.065;0.528;0.055;1.5904;0.0449;3.886;0.019;0.498;0.013;1.636;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6120;;45640;;267.6211796;0.028;-56.5748121;0.025;336.2414884;-14.5788891;17 50 29.069;-56 34 29.22;2.318;0.106;-4.425;0.108;1.0517;0.0654;2.003;0.033;-4.642;0.027;1.165;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6121;;46050;;267.646192;0.011;44.9781357;0.011;71.5079424;29.1770526;17 50 35.096;+44 58 41.48;-2.051;0.04;-6.179;0.041;2.0049;0.0197;-2.024;0.016;-6.255;0.014;2.043;0.012;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6122;?;45730;;267.7364831;0.018;-36.7091396;0.015;353.9025218;-4.9578532;17 50 56.754;-36 42 32.85;1.603;0.111;-4.84;0.088;1.0414;0.0703;1.598;0.023;-4.771;0.014;1.171;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6123;;45766;;267.7509985;0.028;-20.2668111;0.022;8.0640528;3.42043;17 51 00.259;-20 16 00.43;1.649;0.11;1.218;0.092;2.8036;0.0804;2.057;0.033;1.405;0.023;2.971;0.037;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6124;;45700;;267.7591732;0.021;-53.9620664;0.02;338.6632186;-13.4336177;17 51 02.210;-53 57 43.29;3.527;0.097;-16.845;0.092;3.7453;0.076;3.605;0.025;-16.762;0.023;3.863;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6125;?;45720;;267.7659012;0.027;-44.8330859;0.023;346.824806;-9.0409383;17 51 03.801;-44 49 59.07;1.446;0.096;-5.818;0.087;1.7316;0.0445;2.008;0.034;-5.544;0.022;1.716;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6126;;46100;A;267.7933996;0.153;44.9078453;0.167;71.4504652;29.061831;17 51 10.256;+44 54 28.45;69.432;0.199;24.798;0.226;7.3923;0.1007;68.68;0.222;16.708;0.225;7.032;0.17;69.25;0.76;17.55;0.74;8.47;0.82
6127;?;45980;;267.9497373;0.085;15.0064626;0.091;40.0840424;19.8311229;17 51 47.929;+15 00 23.63;-0.203;0.124;-26.11;0.119;5.7313;0.084;0.918;0.106;-24.469;0.104;6.767;0.116;2.24;0.57;-22.98;0.58;5.01;0.85
6128;;45770;;267.9602302;0.018;-32.2873633;0.013;357.8155653;-2.8728392;17 51 50.448;-32 17 13.98;3.944;0.1;-17.444;0.081;3.6407;0.0508;4.008;0.022;-17.449;0.013;3.649;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6129;?;45780;;267.9703539;0.04;-34.7824724;0.029;355.6656821;-4.1460852;17 51 52.874;-34 46 56.85;3.268;0.124;-5.503;0.104;3.5939;0.067;3.596;0.05;-5.557;0.028;3.45;0.042;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6130;;45740;;267.9794285;0.026;-49.3596989;0.024;342.8781862;-11.37052;17 51 55.062;-49 21 34.90;4.046;0.088;-4.047;0.077;1.8196;0.0695;4.083;0.031;-4.473;0.025;1.773;0.036;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6131;;45790;A;267.980114;0.024;-35.0827012;0.019;355.4100984;-4.3049341;17 51 55.230;-35 04 57.76;-2.231;0.125;-3.923;0.1;1.5072;0.0573;-2.521;0.028;-3.557;0.019;1.456;0.028;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6132;;45950;;268.0030259;0.043;1.0992775;0.036;27.0348169;13.7034925;17 52 00.713;+01 05 57.32;2.748;0.136;6.454;0.125;2.7938;0.0566;3.041;0.052;6.566;0.037;2.714;0.043;3.43;0.58;6.24;0.46;3.77;0.56
6133;;45490;;268.0105716;0.009;-71.690221;0.011;321.9371603;-21.1767622;17 52 02.539;-71 41 24.45;-0.57;0.042;-17.559;0.054;3.6729;0.0314;-0.592;0.011;-17.513;0.014;3.714;0.014;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6134;;45830;;268.0312811;0.02;-31.3497433;0.017;358.6545837;-2.4481696;17 52 07.505;-31 20 59.07;2.598;0.133;-4.287;0.109;3.5461;0.0619;2.526;0.027;-4.464;0.018;3.448;0.02;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6135;?;45820;;268.0412621;0.078;-34.8945591;0.058;355.5982648;-4.2529956;17 52 09.897;-34 53 40.20;3.565;0.156;-4.888;0.131;3.6948;0.0917;2.814;0.098;-5.569;0.06;3.804;0.082;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6136;;45840;;268.05694;0.057;-34.7992229;0.043;355.6872667;-4.2158957;17 52 13.661;-34 47 57.04;3.148;0.196;-5.604;0.161;3.6766;0.1521;3.304;0.059;-5.813;0.041;3.606;0.064;1.88;0.57;-5.68;0.41;3.87;0.46
6137;;45750;;268.068339;0.122;-51.8138514;0.106;340.6991146;-12.5880891;17 52 16.414;-51 48 49.63;-8.074;0.991;-14.346;0.795;4.3306;0.6966;-4.087;0.145;-11.531;0.122;1.281;0.157;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6138;;45810;;268.0816335;0.02;-36.6978401;0.017;354.0525487;-5.1910268;17 52 19.568;-36 41 52.23;15.585;0.102;2.053;0.084;2.9037;0.0606;15.551;0.023;1.801;0.016;2.832;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6139;;46110;A;268.1341305;0.015;27.1935595;0.02;52.372571;24.1797837;17 52 32.159;+27 11 37.47;23.638;0.046;-24.772;0.057;11.2489;0.0363;23.974;0.021;-24.295;0.024;11.347;0.024;22.71;0.43;-24.51;0.47;11.42;0.54
6140;;45850;;268.1534005;0.017;-38.7743186;0.015;352.2758634;-6.281902;17 52 36.769;-38 46 26.81;25.5;0.106;-39.594;0.088;4.9686;0.0859;25.348;0.019;-39.603;0.015;5.177;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6141;?;45905;;268.2260409;0.015;-23.3269408;0.012;5.6512475;1.484335;17 52 54.259;-23 19 36.74;-7.726;0.087;-10.965;0.069;5.4541;0.0488;-7.528;0.018;-10.972;0.012;5.388;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6142;;44550;;268.2757639;0.011;-84.8949562;0.011;308.4176843;-25.736605;17 53 06.441;-84 53 41.52;-16.031;0.042;-25.182;0.04;2.7565;0.0247;-16.279;0.015;-25.181;0.013;2.829;0.013;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6143;;45860;;268.3165982;0.034;-34.6208769;0.027;355.9496754;-4.310185;17 53 15.969;-34 37 15.11;3.436;0.144;-5.73;0.113;3.4809;0.0719;3.399;0.042;-6.06;0.026;3.566;0.036;2.34;0.81;-5.69;0.59;3.7;0.51
6144;;45890;;268.3476205;0.044;-35.0169713;0.035;355.6192434;-4.5315511;17 53 23.421;-35 01 00.85;1.253;0.115;-4.514;0.095;3.5393;0.0733;1.65;0.051;-5.22;0.035;3.508;0.048;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6145;;45900;;268.3655031;0.018;-36.9621178;0.015;353.9375312;-5.5202;17 53 27.703;-36 57 43.56;7.376;0.096;-2.392;0.08;3.8961;0.051;7.549;0.023;-2.694;0.015;3.908;0.021;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6146;?;45920;;268.3715817;0.053;-34.6918301;0.045;355.9110228;-4.3849814;17 53 29.172;-34 41 30.41;1.945;0.144;-3.599;0.113;3.6379;0.0704;3.405;0.065;-5.284;0.043;4.085;0.061;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6147;;45910;;268.3750059;0.03;-36.5085851;0.024;354.3356688;-5.2996426;17 53 30.001;-36 30 30.84;3.087;0.106;-5.793;0.088;3.5737;0.0651;2.963;0.035;-6.034;0.024;3.517;0.035;2.21;1.05;-5.76;0.52;2.67;0.86
6148;?;45960;;268.3861285;1.314;-34.7668523;1.103;355.8520224;-4.433052;17 53 32.659;-34 46 00.62;2.329;1.246;-5.031;1.086;7.3943;0.7088;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6149;;45963;;268.3877495;0.102;-34.7539697;0.086;355.8638623;-4.4277241;17 53 33.056;-34 45 14.14;0.565;0.209;-7.215;0.17;3.5848;0.12;0.566;0.133;-6.617;0.086;3.676;0.12;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6150;;46014;;268.4004885;0.019;-24.435209;0.015;4.7771061;0.7844156;17 53 36.116;-24 26 06.79;-0.033;0.076;-5.542;0.059;0.9956;0.0426;-0.084;0.024;-5.704;0.015;0.938;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6151;?;45970;;268.4034098;0.037;-34.7368556;0.031;355.8851897;-4.4302404;17 53 36.803;-34 44 12.73;5.338;0.123;-5.639;0.1;3.7155;0.0649;5.845;0.047;-5.145;0.031;3.637;0.042;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6152;;46056;;268.474273;0.084;-23.3751811;0.068;5.725275;1.2634533;17 53 53.809;-23 22 30.46;9.557;1.389;-12.129;1.071;-25.0104;0.9665;11.525;0.103;-6.578;0.068;2.938;0.092;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6153;?;46215;;268.4921897;0.015;44.1647358;0.016;70.7261569;28.4317235;17 53 58.106;+44 09 53.00;11.964;0.063;1.643;0.081;2.3168;0.0322;12.074;0.018;1.719;0.021;2.351;0.016;10.39;0.62;0.02;0.61;3.17;0.67
6154;*;45990;;268.4922539;0.034;-34.831081;0.03;355.8402417;-4.5406707;17 53 58.135;-34 49 51.81;4.245;0.149;-5.202;0.117;3.3632;0.0716;3.907;0.046;-5.723;0.029;3.472;0.042;2.99;0.78;-4.32;0.54;3.82;0.56
6155;/;46010;;268.5159819;0.023;-34.7348676;0.019;355.9335292;-4.5092315;17 54 03.824;-34 44 05.51;3.252;0.107;-5.072;0.088;3.486;0.0631;3.171;0.028;-5.276;0.018;3.543;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6156;;46240;A;268.5308926;0.199;47.0371512;0.233;73.950227;28.9336884;17 54 07.381;+47 02 13.64;19.482;1.619;4.835;1.631;4.8554;0.7281;15.217;0.277;4.284;0.286;4.76;0.227;14.96;0.74;4.62;0.83;6.35;0.79
6157;?;46200;A;268.5336232;0.024;29.8123984;0.028;55.2194297;24.693832;17 54 08.027;+29 48 44.55;9.5;0.069;-11.8;0.084;3.8279;0.0419;9.495;0.031;-12.035;0.038;3.771;0.032;6.47;1.15;-7.16;1.57;6.02;1.47
6158;;46040;;268.5490446;0.037;-30.8610763;0.032;359.301105;-2.5828525;17 54 11.792;-30 51 39.87;3.576;0.116;-2.338;0.091;3.2269;0.0777;3.569;0.045;-1.522;0.031;3.177;0.047;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6159;/;46020;;268.559932;0.036;-34.7276731;0.03;355.957951;-4.5368662;17 54 14.376;-34 43 39.55;2.994;0.125;-5.849;0.095;3.6085;0.0712;2.788;0.044;-5.706;0.028;3.652;0.043;2.54;0.87;-5.58;0.58;3.12;0.63
6160;;46000;;268.5745369;0.045;-39.6290018;0.036;351.6928894;-6.9901857;17 54 17.889;-39 37 44.36;-1.985;0.127;-6.723;0.105;2.476;0.073;-2.313;0.056;-6.794;0.036;2.247;0.052;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6161;;46070;;268.6051581;0.019;-34.6494334;0.017;356.0445619;-4.5298107;17 54 25.237;-34 38 57.94;3.402;0.132;-9.305;0.105;4.0553;0.0949;3.418;0.024;-9.336;0.017;4.153;0.023;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6162;?;46060;;268.6130332;0.04;-34.466747;0.034;356.2063794;-4.4438355;17 54 27.120;-34 28 00.04;3.984;0.109;-5.201;0.084;3.373;0.0601;3.608;0.049;-5.273;0.033;3.537;0.058;1.38;0.58;-4.56;0.39;4.61;0.47
6163;;46090;;268.6398876;0.018;-34.7488147;0.015;355.972636;-4.6043183;17 54 33.565;-34 44 55.60;2.86;0.115;-5.234;0.089;3.3915;0.0804;2.746;0.022;-5.463;0.015;3.553;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6164;?;46080;;268.670685;0.038;-38.5847744;0.03;352.6435876;-6.5377559;17 54 40.964;-38 35 05.09;3.588;0.154;-7.161;0.123;1.9134;0.0856;3.145;0.049;-7.423;0.03;2.087;0.043;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6165;;45930;;268.6722217;0.012;-50.4460981;0.01;342.117561;-12.278869;17 54 41.344;-50 26 45.95;-3.076;0.055;-7.114;0.045;1.1505;0.0352;-3.235;0.016;-7.165;0.012;1.241;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6166;;46030;;268.7001067;0.025;-42.9238985;0.021;348.8429991;-8.6917075;17 54 48.010;-42 55 25.73;13.346;0.114;-18.206;0.09;5.6675;0.065;13.451;0.028;-18.247;0.02;5.63;0.027;13.4;1.02;-19.53;0.61;4.93;0.79
6167;;45940;;268.7330445;0.049;-52.8554933;0.045;339.9479463;-13.4332623;17 54 55.935;-52 51 19.65;-3.134;0.067;-5.857;0.061;2.1222;0.0446;-4.408;0.064;-4.059;0.053;2.085;0.062;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6168;;46144;;268.9225426;0.033;-19.8212419;0.029;9.006266;2.6961545;17 55 41.401;-19 49 16.07;1.307;0.123;-23.633;0.094;3.4618;0.0727;1.511;0.04;-23.911;0.028;3.327;0.039;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6169;;46250;;268.9259388;0.011;24.4650728;0.014;49.8456075;22.5757496;17 55 42.213;+24 27 54.52;13.949;0.047;-3.452;0.06;3.3414;0.0424;14.09;0.014;-3.572;0.016;3.237;0.019;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6170;?;46138;;268.9586856;0.1;-23.1302152;0.079;6.161522;1.0029656;17 55 50.088;-23 07 48.62;2.081;0.2;-7.607;0.166;1.9171;0.1187;1.988;0.136;-7.958;0.089;2.1;0.117;5.34;1.52;-7.76;0.76;-0.84;1.35
6171;;46204;;268.9901256;0.015;-11.5481626;0.012;16.2381325;6.7614134;17 55 57.625;-11 32 53.38;4.366;0.073;-6.484;0.063;2.9431;0.042;4.476;0.021;-6.672;0.014;2.92;0.017;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6172;;46140;;269.0074256;0.023;-28.723112;0.02;1.3499726;-1.8496566;17 56 01.788;-28 43 23.20;0.066;0.128;-0.821;0.105;1.1576;0.1032;-0.194;0.029;-0.808;0.021;1.271;0.031;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6173;?;46120;;269.0185664;0.022;-42.3234894;0.02;349.488871;-8.6040727;17 56 04.450;-42 19 23.91;3.655;0.087;-36.492;0.076;5.4372;0.0617;3.683;0.028;-36.431;0.02;5.55;0.024;2.96;0.71;-36.67;0.28;7.09;0.52
6174;;46217;;269.0625872;0.022;-4.5764561;0.019;22.4324591;10.089467;17 56 15.026;-04 34 35.09;-4.192;0.111;-13.754;0.105;4.3664;0.0878;-4.238;0.03;-13.957;0.026;4.259;0.027;-4.46;0.81;-14.44;0.53;5.0;0.61
6175;?;46222;;269.0766449;0.032;0.6703521;0.031;27.1570274;12.5536272;17 56 18.397;+00 40 13.26;-4.769;0.17;-0.561;0.144;3.1845;0.1284;-4.997;0.038;-0.369;0.038;3.545;0.045;-4.72;0.39;-0.63;0.29;2.4;0.41
6176;;46195;;269.0917507;0.039;-25.2630511;0.034;4.3792938;-0.1750235;17 56 22.043;-25 15 46.38;-9.693;0.12;-31.504;0.096;6.0054;0.0977;-10.346;0.046;-31.823;0.032;5.637;0.043;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6177;;46223;;269.1186881;0.02;-2.8097479;0.018;24.039111;10.8823155;17 56 28.484;-02 48 34.68;6.246;0.109;-23.99;0.094;7.9667;0.0614;6.065;0.027;-23.939;0.022;7.993;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6178;;46160;;269.1404624;0.02;-34.0885354;0.016;356.7534311;-4.6324969;17 56 33.711;-34 05 18.69;-0.582;0.112;-2.784;0.096;0.6841;0.0599;-0.528;0.024;-3.047;0.016;0.708;0.022;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6179;;46317;;269.1681441;0.011;29.2635692;0.014;54.8416767;23.9956037;17 56 40.341;+29 15 48.86;5.74;0.047;-0.284;0.059;2.0081;0.0329;5.874;0.015;-0.334;0.017;1.991;0.016;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6180;;46224;;269.2712604;0.018;-17.2773557;0.016;11.3778601;3.6829302;17 57 05.116;-17 16 38.09;-8.534;0.107;-27.418;0.083;6.5194;0.0756;-8.444;0.022;-27.392;0.016;6.436;0.025;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6181;?;46227;;269.2792445;0.021;-13.653262;0.018;14.5372552;5.4764784;17 57 07.044;-13 39 11.58;-14.877;0.101;-5.964;0.082;8.6553;0.0546;-14.721;0.027;-6.071;0.019;8.816;0.024;-15.74;0.8;-7.28;0.48;8.47;0.83
6182;?;46130;;269.3149332;0.033;-52.2026439;0.029;340.7113473;-13.4482044;17 57 14.854;-52 12 21.62;6.413;0.075;-7.797;0.068;1.7295;0.0478;5.394;0.04;-8.704;0.033;1.887;0.041;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6183;;46180;;269.3925496;0.869;-46.2132841;0.779;346.1573013;-10.7055848;17 57 34.215;-46 12 47.78;1.44;0.588;-2.284;0.54;2.3862;0.3276;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99;-99.99
6184;?;46220;;269.4199001;0.057;-35.9722821;0.047;355.2240451;-5.7643562;17 57 40.756;-35 58 20.22;18.749;0.83;-0.617;0.663;5.8078;0.4956;10.498;0.07;-8.607;0.047;7.048;0.061;8.76;3.06;-8.51;1.25;4.69;1.99
