id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;HDE_id;Gaia DR2_id;TYC_id;Hipparcos_id;Gaia DR3_id
615;;5070;;48.1580445;0.09;-65.3585903;0.103;282.7026665;-45.8327442;03 12 37.926;-65 21 31.06;4671897856440983424;4671897856440983424;20342;14942;8866-595-1
616;;4860;;48.1928992;0.011;60.8009957;0.012;139.3359167;2.5127321;03 12 46.286;+60 48 03.55;463012150417541504;463012150417541504;19653;14953;4049-1303-1
617;;4940;;48.2266579;0.039;11.132396;0.03;169.5522885;-38.6127445;03 12 54.416;+11 07 57.07;15469480063272448;15469480063272448;19963;-99.99;651-777-1
618;?;5130;;48.2701464;0.025;-72.2369603;0.023;289.3940765;-40.9604847;03 13 04.780;-72 14 13.36;4642419434304364160;4642419434304364160;20557;14979;9155-1457-1
619;;4890;;48.2720504;0.024;49.0092938;0.02;145.4778162;-7.5617016;03 13 05.244;+49 00 33.92;436392286714264576;436392286714264576;19805;14980;3319-544-1
620;;4980;;48.4043599;0.022;-13.6393839;0.024;197.9974326;-54.2184436;03 13 37.023;-13 38 21.84;5156217644550774016;5156217644550774016;20118;15021;5300-457-1
621;;5220;;48.4506207;0.017;-78.8267177;0.015;294.920209;-35.9856818;03 13 48.160;-78 49 36.33;4626607254506322176;4626607254506322176;20927;-99.99;9370-230-1
622;;4975;;48.4765285;0.033;1.8945563;0.026;178.4404235;-45.0744817;03 13 54.349;+01 53 40.61;3268770523744269440;3268770523744269440;-99.99;-99.99;56-484-1
623;?;5000;;48.7252845;0.354;21.0441191;0.287;162.384237;-30.623701;03 14 54.106;+21 02 39.91;60494103263991168;60494103263991168;20150;15110;1244-1190-1
624;?;5050;;48.7510875;0.016;-26.1005556;0.023;219.4137029;-58.0042448;03 15 00.280;-26 06 01.61;5073486644466270592;5073486644466270592;20293;15125;6442-1256-1
625;?;4932;;48.7531658;0.012;60.238194;0.015;139.864005;2.1745733;03 15 00.718;+60 14 17.66;462926457230782208;462926457230782208;-99.99;-99.99;4049-1324-1
626;;5120;;48.7632148;0.02;-59.1933859;0.021;275.3633618;-49.5387142;03 15 03.185;-59 11 36.04;4724031062833103872;4724031062833556224;20505;-99.99;8498-281-1
627;;4960;;48.7824169;0.022;44.5046721;0.021;148.1816439;-11.2086114;03 15 07.742;+44 30 17.29;242357346590748416;242357346590748416;20062;-99.99;2860-29-1
628;;5140;A;48.7956766;0.018;-64.4441356;0.019;281.4599191;-46.2390596;03 15 11.042;-64 26 37.99;4672336699019592320;4672336699019592320;20586;15140;8863-1498-1
629;;5310;;48.7966947;0.277;-80.8881214;0.26;296.467606;-34.3567553;03 15 11.162;-80 53 17.76;4619405693862557696;4619405693862557696;21274;-99.99;9374-1023-1
630;;4957;;48.8767278;0.012;51.5178119;0.014;144.4896212;-5.2212609;03 15 30.419;+51 31 04.08;442864630630292480;442864630630292480;232768;15167;3323-484-1
631;;5055;;48.8818008;0.023;-16.5549197;0.018;202.8807592;-55.0746579;03 15 31.648;-16 33 17.56;5106450346663956224;5106450346663956224;20308;15172;5872-642-1
632;*;5060;;48.9584278;0.145;-8.819524;0.1;191.5783408;-51.3083005;03 15 50.018;-08 49 10.98;5166714578981717632;5166714578981717632;20320;15197;5295-1259-1
633;*;5010;;49.0079712;0.041;34.6883238;0.032;153.8684915;-19.3548265;03 16 01.852;+34 41 18.65;137948237811161728;137948237811161728;20210;15204;2348-1883-1
634;;4990;A;49.0081178;0.179;48.0278266;0.169;146.4170397;-8.1407398;03 16 01.902;+48 01 40.58;435475294017445504;435475294017445504;20135;-99.99;3315-1202-1
635;;5200;;49.0335346;0.136;-73.548868;0.118;290.3564539;-39.849418;03 16 08.044;-73 32 56.22;4642093772704100992;4642093772704100992;20880;-99.99;9158-1390-1
636;?;4970;;49.1748198;0.021;59.9906727;0.023;140.172955;2.0741348;03 16 41.906;+59 59 26.52;462166007502764544;462166007502764544;20095;-99.99;3714-389-1
637;;5110;;49.229552;0.078;-31.352327;0.099;229.3804948;-58.1281765;03 16 55.061;-31 21 07.78;5058105537649606912;5058105537649606912;20504;15265;7020-911-1
638;;5150;;49.2348441;0.01;-48.0306848;0.011;259.3123646;-54.9070982;03 16 56.336;-48 01 50.51;4749950537629550464;4749950537629550464;20597;-99.99;8062-117-1
639;;5087;;49.2922163;0.025;-4.1398213;0.022;185.9433602;-48.3392334;03 17 10.093;-04 08 23.18;5182435671113677440;5182435671113677440;20431;15281;4711-1106-1
640;?;5030;A;49.2978321;0.031;40.4828227;0.029;150.732824;-14.3917444;03 17 11.451;+40 28 58.94;239257995109311360;239257995109311360;20283;15282;2852-2127-1
641;;5040;B;49.2984811;0.033;40.4836941;0.028;150.73276;-14.3907447;03 17 11.565;+40 29 01.66;239257990816959616;239257990816959616;20283B;15282;2852-2473-1
642;;6350;;49.3729991;0.022;-87.2160569;0.021;301.0318508;-29.3529091;03 17 29.689;-87 12 57.53;4612607172948651776;4612607172948651776;24826;15307;9499-739-1
643;?;5080;;49.440777;0.043;39.2832968;0.041;151.5076826;-15.3351476;03 17 45.744;+39 17 00.30;235776421602009600;235776425900114176;20346;15334;2848-2520-1
644;?;5137;;49.6212533;0.021;-7.1420098;0.019;189.9528148;-49.8320375;03 18 28.906;-07 08 25.19;5169232769846881920;5169232769846881920;-99.99;15396;-99.99
645;?;5170;A;49.6720487;0.027;-18.5600728;0.029;206.6239308;-55.1454443;03 18 41.133;-18 33 35.28;5105133853288251392;5105133853288251392;20631;15411;5875-1138-1
646;;5100;;49.7899046;0.024;40.1726015;0.023;151.2324136;-14.4450983;03 19 09.571;+40 10 21.36;236237739746852352;236237739746852352;20476;-99.99;2852-1042-1
647;*;5160;;49.949045;0.044;19.0762121;0.037;164.8580654;-31.4614213;03 19 47.759;+19 04 34.57;59257942957000064;59257942957000064;20629;15506;1240-796-1
648;?;5020;;50.0291728;0.076;69.731289;0.085;135.2218761;10.490331;03 20 06.955;+69 43 52.85;541248793642976000;541248793642976000;20273;15534;4330-2034-1
649;?;4950;;50.0836645;0.124;77.734465;0.113;130.6616642;17.1588874;03 20 19.740;+77 44 04.98;555179502886541824;555179502886541824;19978;15547;4513-2820-1
650;;5190;;50.1859176;0.029;-0.1694111;0.022;182.2363584;-45.1583346;03 20 44.607;-00 10 09.93;3265853416316508032;3265853416316508032;20772;15583;4709-622-1
651;;5300;;50.2614919;0.017;-68.5329982;0.016;285.211931;-43.0855165;03 21 02.489;-68 32 00.30;4670334213467504256;4670334213467504256;21223;15614;9152-1806-1
652;;5180;;50.443492;0.04;52.7312207;0.042;144.6540914;-3.6816162;03 21 46.413;+52 43 52.63;443040449411524736;443040449411524736;20662;15666;3703-462-1
653;;5270;;50.5137666;0.014;-50.9894871;0.016;263.3005817;-52.9244645;03 22 03.287;-50 59 22.34;4736906172195854464;4736906172195854464;21096;-99.99;8065-867-1
654;;5320;;50.6129327;0.112;-65.7815897;0.122;282.2058824;-44.789911;03 22 27.013;-65 46 53.76;4671955443362505856;4671955443362505856;21321;15719;8866-334-1
655;;5197;A;50.71609;0.026;29.8183444;0.02;158.1274657;-22.5146023;03 22 51.819;+29 49 06.33;119339312747909888;119339312747909888;20873;15744;1809-1348-1
656;;5290;;50.7661337;0.064;-51.893498;0.069;264.526558;-52.3869205;03 23 03.885;-51 53 36.33;4736723550186315392;4736723550186315392;21201;-99.99;8065-679-1
657;;5580;;50.9026933;0.019;-80.4227078;0.017;295.7860809;-34.4887027;03 23 36.657;-80 25 22.27;4619512720151436928;4619512720151436928;22143;-99.99;9371-449-1
658;?;5210;A;51.0800854;0.032;49.2211489;0.029;146.9248017;-6.3955832;03 24 19.168;+49 13 16.50;441645237877148672;441645237877148672;20919;15862;3320-549-1
659;?;5240;;51.0965989;0.022;45.62038;0.02;148.95579;-9.3821248;03 24 23.193;+45 37 13.53;242664557013053440;242664557013053440;-99.99;-99.99;3312-1495-1
660;;5530;;51.1528834;0.188;-76.7465905;0.232;292.6638407;-37.155266;03 24 36.866;-76 44 46.76;4627264384502501248;4627264384502501248;21940;15886;9363-826-1
661;?;5245;;51.2171934;0.019;47.9150119;0.018;147.7316944;-7.431247;03 24 52.092;+47 54 54.46;243185278842565376;243185278842565376;20961;-99.99;3316-1050-1
662;?;5250;;51.3313557;0.031;40.9532681;0.027;151.7805956;-13.1423171;03 25 19.513;+40 57 11.89;236157058784796288;236157058784796288;21047;15944;2865-544-1
663;;5230;;51.3376749;0.01;59.2480657;0.012;141.4954021;2.0411801;03 25 21.024;+59 14 53.34;462202016503566848;462202016503566848;20929;-99.99;3715-284-1
664;?;5260;;51.5443744;0.019;48.2216334;0.016;147.7417743;-7.0547923;03 26 10.609;+48 13 18.27;249199882330077312;249199882330077312;21092;-99.99;3316-540-1
665;;5280;;51.6253583;0.024;42.2759607;0.019;151.1946832;-11.9295861;03 26 30.072;+42 16 33.55;237964935075071360;237964935075071360;21154;-99.99;2869-1296-1
666;;5330;;51.6537582;0.015;-18.2236808;0.018;207.2466307;-53.2701345;03 26 36.900;-18 13 25.10;5105026582184944896;5105026582184944896;21410;-99.99;5876-690-1
667;;5420;;51.6802736;0.13;-62.8245697;0.141;278.4745831;-46.2476471;03 26 43.230;-62 49 28.57;4674110073836196992;4674110073836196992;21706;16051;8870-21-1
668;;5350;A;52.0058442;4.992;20.4642422;4.479;165.5646137;-29.1590789;03 28 01.399;+20 27 51.18;57975397004372224;57975397004372224;21437;16143;1242-76-1
669;;5400;;52.4274704;0.046;16.7622497;0.032;168.7264487;-31.6956595;03 29 42.568;+16 45 44.39;54819798632949632;54819798632949632;21590;16268;1234-95-1
670;;5470;;52.4667775;0.009;-32.6382206;0.012;231.8665727;-55.4194632;03 29 51.987;-32 38 17.74;5053841910731247104;5053841910731247104;21817;16278;7024-707-1
671;;5480;;52.4914192;0.012;-35.7487157;0.015;237.3428595;-55.3547075;03 29 57.942;-35 44 55.01;4860734339947470464;4860734339947470464;21852;16289;7027-742-1
672;?;5340;A;52.5457351;0.022;59.365737;0.024;141.9399206;2.4847947;03 30 11.010;+59 21 57.66;450211563029092352;450211563029092352;21427;16303;3715-1249-1
673;;5370;;52.5807044;0.038;48.4991997;0.033;148.1548619;-6.4360105;03 30 19.325;+48 29 57.34;249222387958844288;249222387958844288;21527;16318;3316-896-1
674;?;5380;;52.6541089;0.079;48.1034844;0.075;148.4233849;-6.7323523;03 30 36.936;+48 06 12.97;249149029917670016;249149029917670016;21551;16340;3316-2306-1
675;;5450;A;52.6638691;0.067;-4.2733209;0.079;189.0231672;-45.7084815;03 30 39.320;-04 16 23.35;3248500408410673152;3248500408410673152;21789;16347;4719-560-1
676;;5460;;52.685354;0.014;-1.99625;0.013;186.4424995;-44.3448111;03 30 44.489;-01 59 46.32;3261443343897224576;3261443343897224576;21799;-99.99;4716-174-1
677;;5490;;52.7600892;0.019;-17.1676696;0.017;206.2750366;-51.899871;03 31 02.425;-17 10 04.21;5105562044347847936;5105562044347847936;21877;16384;5873-218-1
678;;5390;;52.7771427;0.018;50.4813911;0.017;147.1193814;-4.7379586;03 31 06.569;+50 28 53.30;442008935706085376;442008935706085376;21584;16394;3320-1967-1
679;;5514;A;52.9029237;0.026;-12.7347835;0.024;199.9815659;-49.915225;03 31 36.721;-12 44 05.01;5113785085653632128;5113785085653632128;21918;16435;5302-30-1
680;;5430;;52.9240994;0.016;37.3313986;0.013;154.9901031;-15.3711614;03 31 41.789;+37 19 53.12;222708176150084608;222708176150084608;21728;16438;2354-77-1
681;;5360;;53.006313;0.124;67.5855135;0.17;137.358648;9.330669;03 32 01.445;+67 35 08.17;492733976939954944;492733976939954944;21476;16459;4326-1261-1
682;*;5410;;53.0359901;0.107;48.0233525;0.097;148.6799304;-6.6509075;03 32 08.596;+48 01 24.58;248963242512513792;248963242512513792;21699;16470;3316-2307-1
683;?;5680;;53.0370763;0.012;-65.7004361;0.012;281.2505846;-44.0598251;03 32 08.911;-65 42 01.80;4671300237511736320;4671300237511736320;22384;-99.99;8873-690-1
684;*;5520;;53.1499005;0.1;9.3732365;0.066;175.5144474;-36.5507223;03 32 35.952;+09 22 24.27;12561615405506176;12561615405506176;21933;16511;650-1470-1
685;;5720;;53.1930663;0.016;-66.729439;0.018;282.3310278;-43.3866573;03 32 46.271;-66 43 46.23;4670926025599769088;4670926025599769088;22488;16527;8873-1179-1
686;;5545;;53.21214;0.034;-16.7973038;0.033;205.9900035;-51.358777;03 32 50.889;-16 47 50.21;5105598500030226176;5105598500030226176;22066;-99.99;5873-72-1
687;;5650;;53.2793452;0.019;-57.9432395;0.021;271.8120813;-48.2517538;03 33 07.054;-57 56 35.75;4729312773095655424;4729312773095655424;22365;-99.99;8499-420-1
688;;5540;;53.2984449;0.015;4.6703216;0.016;180.0237146;-39.6421981;03 33 11.643;+04 40 13.23;3275427723053086848;3275427723053086848;22032;-99.99;67-888-1
689;;5590;;53.3060066;0.012;-30.5125392;0.014;228.2337084;-54.5887473;03 33 13.393;-30 30 45.38;5055824261476724352;5055824261477415552;22164;-99.99;7021-293-1
690;;5548;A;53.3145945;0.022;-10.0601325;0.022;196.6860437;-48.2833467;03 33 15.530;-10 03 36.04;5163910274575738368;5163910274575738368;22096;16554;5299-1526-1
691;;5440;;53.3843208;0.015;58.7650448;0.017;142.6382403;2.2402046;03 33 32.196;+58 45 54.89;449935108870554240;449935108870554240;21769;16587;3728-1417-1
692;;5510;;53.3960651;0.035;39.8992701;0.031;153.7227607;-13.0862085;03 33 35.045;+39 53 58.30;236572025642774400;236572025642774400;21912;16591;2866-2737-1
693;;5560;;53.4079661;0.023;-7.4149699;0.021;193.3969274;-46.8406791;03 33 37.918;-07 24 54.11;5165621217747751424;5165621217747751424;22128;16596;4722-325-1
694;?;5600;;53.4387193;0.008;-30.3708855;0.011;228.0076286;-54.4624817;03 33 45.297;-30 22 15.71;5055827010255832064;5055827010255832064;22235;-99.99;7021-1130-1
695;;5500;;53.4766554;0.011;50.2965336;0.01;147.5918568;-4.6315013;03 33 54.372;+50 17 47.91;441945782507337344;441945782507337344;-99.99;16625;3321-466-1
696;?;5506;;53.489992;0.035;48.1589324;0.03;148.8492056;-6.3644538;03 33 57.568;+48 09 32.44;249049695912337920;249049695912337920;-99.99;-99.99;3317-543-1
697;?;5770;;53.6039353;0.104;-65.764151;0.107;281.1283528;-43.8348944;03 34 24.816;-65 45 51.17;4671271787648384384;4671271787648384384;22634;16661;8873-329-1
698;;5550;;53.7994812;0.024;38.0151145;0.021;155.1415319;-14.4088182;03 35 11.874;+38 00 54.63;222849914367767040;222849914367767040;22114;16724;2862-2164-1
699;;5820;;53.8268207;0.081;-68.3830218;0.083;283.90891;-42.18168;03 35 18.466;-68 22 59.11;4667402159553458176;4667402159553458176;22803;-99.99;9152-564-1
700;;5780;;53.8538894;0.013;-63.6654009;0.013;278.6468302;-44.9632598;03 35 24.945;-63 39 55.72;4673779533153083136;4673779533153083136;22708;16746;8870-1362-1
701;;5570;;53.9938555;0.025;47.0909132;0.022;149.7568563;-7.0303058;03 35 58.486;+47 05 27.75;248192111202669952;248192111202669952;22136;16782;3317-354-1
702;;5670;;54.0111789;0.021;-2.3618973;0.016;187.9478458;-43.5001599;03 36 02.677;-02 21 42.84;3250837489096230528;3250837489096230528;22378;-99.99;4716-1077-1
703;;5610;A;54.0472981;0.046;29.9832322;0.031;160.4826597;-20.6253101;03 36 11.342;+29 58 59.91;120271664248757632;120271664249072640;22280;16795;1810-433-1
704;*;5710;;54.072685;0.359;-17.4671084;0.355;207.4725985;-50.8504953;03 36 17.393;-17 28 01.55;5108493960822714752;5108493960822714752;22470;16803;5874-1098-1
705;;5630;;54.2289377;0.083;35.0520333;0.069;157.2947842;-16.5520212;03 36 54.924;+35 03 07.41;221523009991958144;221523009991958144;22327;16856;2363-1916-1
706;*;5660;;54.241706;0.03;23.2109853;0.021;165.339434;-25.7224012;03 36 58.026;+23 12 39.90;67725419441688704;67725419441688704;22374;16859;1798-536-1
707;;6310;;54.2723384;0.065;-84.1814197;0.065;298.4248305;-31.4195368;03 37 05.359;-84 10 53.55;4615394022609783424;4615394022609783424;24699;-99.99;9491-488-1
708;?;5685;;54.4383546;1.822;40.7637478;1.588;153.8444183;-11.9180988;03 37 45.204;+40 45 49.47;237076873279709184;237076873279709184;275664;16920;2866-842-1
709;?;5700;;54.5008815;0.031;42.5827345;0.023;152.765339;-10.4381282;03 38 00.180;+42 34 58.35;237515475339561984;237515475339561984;22402;16938;2870-2713-1
710;;5730;;54.5456673;0.024;19.3603229;0.016;168.4447832;-28.4176864;03 38 10.934;+19 21 37.59;57178800829694976;57178800829694976;22538;16961;1243-939-1
711;*;5690;;54.5650704;0.08;47.5768586;0.067;149.7806738;-6.4094631;03 38 15.579;+47 34 37.23;248229528957381248;248229528957381248;22401;16966;3317-2554-1
712;;5620;;54.582444;0.024;56.9325647;0.024;144.2287982;1.1281868;03 38 19.716;+56 55 57.78;448776116237692928;448776116237692928;22316;16974;3724-100-1
713;;5647;;54.6524623;0.014;56.5842533;0.014;144.4662275;0.87043;03 38 36.610;+56 35 02.95;448754851858896512;448754851858896512;-99.99;-99.99;3724-247-1
714;;5760;;54.7502592;0.175;20.9156078;0.119;167.4275035;-27.1348154;03 39 00.073;+20 54 56.79;64182346300520320;64182346300520320;22615;17026;1247-1065-1
715;;5723;;54.9647785;0.027;58.183082;0.028;143.6496105;2.2554363;03 39 51.552;+58 10 58.93;449190121020929408;449190121020929408;-99.99;-99.99;3728-1142-1
716;;5740;;54.9815809;0.012;45.3914541;0.009;151.3321771;-7.9871164;03 39 55.568;+45 23 29.59;244721262231201536;244721262231201536;-99.99;17112;3313-746-1
717;;5750;;55.0024279;0.609;44.8162153;0.533;151.6946336;-8.4370303;03 40 00.579;+44 48 58.43;244643025107165952;244643025107165952;-99.99;-99.99;2875-2489-1
718;;5870;;55.0058727;0.015;-55.5478548;0.016;267.9558704;-48.5299352;03 40 01.381;-55 32 51.92;4732167174001191296;4732167174001191296;23137;17122;8503-732-1
719;;5843;;55.0067246;0.021;-22.1698062;0.024;215.0291747;-51.5490371;03 40 01.603;-22 10 11.13;5088170450456972032;5088170450456972032;22922;17123;5880-393-1
720;?;6040;;55.078117;0.014;-72.0375876;0.015;287.3370815;-39.570297;03 40 18.674;-72 02 15.38;4641874145256302336;4641874145256302336;23537;-99.99;9155-275-1
721;;5810;;55.089683;0.027;21.4057546;0.018;167.3243324;-26.5586511;03 40 21.561;+21 24 20.71;64232992554986624;64232992554986624;22767;17148;1247-783-1
722;*;5840;;55.1597235;0.074;-5.2107341;0.073;192.0991602;-44.1829754;03 40 38.335;-05 12 38.57;3247725252713846528;3247725252713846528;22920;17167;4723-1351-1
723;?;5737;;55.2066014;0.017;58.1412075;0.017;143.7769635;2.2982533;03 40 49.600;+58 08 28.51;449174590425715200;449174590425715200;-99.99;-99.99;3728-778-1
724;;6240;;55.2797706;0.017;-79.5737292;0.016;294.4066932;-34.5658415;03 41 07.037;-79 34 25.43;4625539834874570496;4625539834874570496;24212;-99.99;9371-736-1
725;;5790;;55.2802882;0.013;45.5460025;0.011;151.40638;-7.7373863;03 41 07.167;+45 32 47.08;244814686360232320;244814686360232320;-99.99;-99.99;3313-987-1
726;?;5853;;55.2973387;0.014;-5.2798214;0.011;192.2844771;-44.1063663;03 41 11.359;-05 16 47.36;3247722091617851136;3247722091617851136;22980B;-99.99;4723-1355-1
727;;5800;;55.3004317;0.041;45.5087255;0.034;151.4405071;-7.7584867;03 41 12.096;+45 30 31.78;244813861726525184;244813861726525184;-99.99;-99.99;3313-1037-1
728;;6030;;55.3013944;0.045;-68.5404992;0.049;283.6366683;-41.6555577;03 41 12.298;-68 32 26.20;4667341274097045632;4667341274097045632;23536;-99.99;9152-1239-1
729;;5830;;55.3266825;0.033;28.7026967;0.022;162.2735825;-20.9068263;03 41 18.391;+28 42 09.93;71863087856476160;71863087856476160;22860;17220;1811-1548-1
730;?;6020;;55.3744603;0.017;-66.4771463;0.019;281.3510115;-42.8370483;03 41 29.809;-66 28 37.88;4670991893219503616;4670991893219503616;23509;17239;8873-1144-1
731;;5876;;55.6098483;0.011;-21.1176358;0.013;213.6827113;-50.7079806;03 42 26.349;-21 07 04.05;5088799577266809856;5088799577266809856;23186;-99.99;5880-251-1
732;?;5910;;55.6131128;0.01;-36.4233457;0.012;238.3013188;-52.8046451;03 42 27.166;-36 25 23.82;4857085095214253312;4857085095214253312;23264;-99.99;7034-897-1
733;;5850;;55.6225901;0.018;35.6391106;0.014;157.8435897;-15.3864823;03 42 29.418;+35 38 20.91;221437557323448448;221437557323448448;22961;17323;2367-429-1
734;?;5813;;55.6768905;0.015;58.702888;0.014;143.6347112;2.8948567;03 42 42.462;+58 42 10.39;449227160825901696;449227160825901696;-99.99;-99.99;3728-852-1
735;;5900;;55.6855928;0.021;-18.7140816;0.017;210.1577394;-49.8648845;03 42 44.560;-18 42 49.60;5107366201197231744;5107366201197231744;23207;17345;5877-890-1
736;?;5824;;55.6975131;0.017;55.822458;0.015;145.3881448;0.6088659;03 42 47.408;+55 49 21.08;445609870646313984;445609870646313984;-99.99;-99.99;-99.99
737;;5960;;55.7796951;0.015;-37.0438712;0.019;239.3159853;-52.6457551;03 43 07.134;-37 02 37.68;4856911097499004032;4856911097499004032;23357;17368;7034-78-1
738;?;5827;;55.7942068;0.012;58.1850517;0.012;143.9978761;2.5202507;03 43 10.617;+58 11 06.18;449149885768476800;449149885768476800;-99.99;-99.99;3728-986-1
739;?;5950;;55.8490896;0.008;-26.3547901;0.012;221.8811092;-51.791595;03 43 23.789;-26 21 17.17;5081854099752162048;5081854099752162048;23329;-99.99;6451-184-1
740;;6160;;55.8527178;0.031;-74.0085728;0.031;289.111526;-38.1466164;03 43 24.655;-74 00 30.98;4641153140506650752;4641153140507162368;24063;17388;9158-127-1
741;;5930;;55.8909402;0.042;-10.4857403;0.043;199.0542894;-46.2764666;03 43 33.843;-10 29 08.33;5116018880964324096;5116018880964324096;23281;17395;5306-1181-1
742;;6300;;55.9104934;0.012;-80.4720408;0.012;295.1098957;-33.8724576;03 43 38.623;-80 28 18.65;4625290108296273920;4625290108296273920;24637;-99.99;9371-639-1
